BASE	ESQUEMA	TABLA	FILAS	LINEAS	ESTADO
dwh	dwh	fct_cliente_2016_02	1785468	1785469	OK
dwh	dwh	fct_cliente_2016_03	1792919	1792920	OK
dwh	dwh	fct_det_carga	0	1	OK
dwh	dwh	fct_det_carga_2010_05	2073881	2073882	OK
dwh	dwh	fct_det_carga_2010_06	9429070	9429071	OK
dwh	dwh	fct_det_carga_2010_07	13957047	13957048	OK
dwh	dwh	fct_det_carga_2010_08	14522665	14522666	OK
dwh	dwh	fct_det_carga_2010_09	15279260	15279261	OK
dwh	dwh	fct_det_carga_2010_10	16406900	16406901	OK
dwh	dwh	fct_det_carga_2010_11	16921266	16921267	OK
dwh	dwh	fct_det_carga_2010_12	18482430	18482431	OK
dwh	dwh	fct_det_carga_2011_01	17887548	17887549	OK
dwh	dwh	fct_det_carga_2011_02	16794428	16794429	OK
dwh	dwh	fct_det_carga_2011_03	19020707	19020708	OK
dwh	dwh	fct_det_carga_2011_04	18621485	18621486	OK
dwh	dwh	fct_det_carga_2011_05	18720233	18720234	OK
dwh	dwh	fct_det_carga_2011_06	18281720	18281721	OK
dwh	dwh	fct_det_carga_2011_07	18521329	18521330	OK
dwh	dwh	fct_det_carga_2011_08	20212817	20212818	OK
dwh	dwh	fct_det_carga_2011_09	31853425	31853426	OK
dwh	dwh	fct_det_carga_2011_10	37583156	37583157	OK
dwh	dwh	fct_det_carga_2011_11	39031346	39031347	OK
dwh	dwh	fct_det_carga_2011_12	42134749	42134750	OK
dwh	dwh	fct_det_carga_2012_01	41275808	41275809	OK
dwh	dwh	fct_det_carga_2012_02	39373805	39373806	OK
dwh	dwh	fct_det_carga_2012_03	43521886	43521887	OK
dwh	dwh	fct_det_carga_2012_04	42623868	42623869	OK
dwh	dwh	fct_det_carga_2012_05	45148819	45148820	OK
dwh	dwh	fct_det_carga_2012_06	45200886	45200887	OK
dwh	dwh	fct_det_carga_2012_07	47467772	47467773	OK
dwh	dwh	fct_det_carga_2012_08	48883841	48883842	OK
dwh	dwh	fct_det_carga_2012_09	48116332	48116333	OK
dwh	dwh	fct_det_carga_2012_10	52658919	52658920	OK
dwh	dwh	fct_det_carga_2012_11	49829950	49829951	OK
dwh	dwh	fct_det_carga_2012_12	47652209	47652210	OK
dwh	dwh	fct_det_carga_2013_01	46176470	46176471	OK
dwh	dwh	fct_det_carga_2013_02	41889613	41889614	OK
dwh	dwh	fct_det_carga_2013_03	44969071	44969072	OK
dwh	dwh	fct_det_carga_2013_04	46409650	46409651	OK
dwh	dwh	fct_det_carga_2013_05	47466498	47466499	OK
dwh	dwh	fct_det_carga_2013_06	48225682	48225683	OK
dwh	dwh	fct_det_carga_2013_07	45232387	45232388	OK
dwh	dwh	fct_det_carga_2013_08	39549997	39549998	OK
dwh	dwh	fct_det_carga_2013_09	38126248	38126249	OK
dwh	dwh	fct_det_carga_2013_10	38699177	38699178	OK
dwh	dwh	fct_det_carga_2013_11	37726141	37726142	OK
dwh	dwh	fct_det_carga_2013_12	39565025	39565026	OK
dwh	dwh	fct_det_carga_2014_01	42959871	42959872	OK
dwh	dwh	fct_det_carga_2014_02	41181274	41181275	OK
dwh	dwh	fct_det_carga_2014_03	43523565	43523566	OK
dwh	dwh	fct_det_carga_2014_04	40412692	40412693	OK
dwh	dwh	fct_det_carga_2014_05	38849944	38849945	OK
dwh	dwh	fct_det_carga_2014_06	36838005	36838006	OK
dwh	dwh	fct_det_carga_2014_07	38095444	38095445	OK
dwh	dwh	fct_det_carga_2014_08	38467108	38467109	OK
dwh	dwh	fct_det_carga_2014_09	38529898	38529899	OK
dwh	dwh	fct_det_carga_2014_10	40813853	40813854	OK
dwh	dwh	fct_det_carga_2014_11	39522469	39522470	OK
dwh	dwh	fct_det_carga_2014_12	41613283	41613284	OK
dwh	dwh	fct_det_carga_2015_01	38209651	38209652	OK
dwh	dwh	fct_det_carga_2015_02	35069713	35069714	OK
dwh	dwh	fct_det_carga_2015_03	38750203	38750204	OK
dwh	dwh	fct_det_carga_2015_04	37070083	37070084	OK
dwh	dwh	fct_det_carga_2015_05	41561383	41561384	OK
dwh	dwh	fct_det_carga_2015_06	33703239	33703240	OK
dwh	dwh	fct_det_carga_2015_07	32224990	32224991	OK
dwh	dwh	fct_det_carga_2015_08	30458753	30458754	OK
dwh	dwh	fct_det_carga_2015_09	27812808	6	VERIFICAR
dwh	dwh	fct_det_carga_2015_10	29166702	6	VERIFICAR
dwh	dwh	fct_det_carga_2015_11	27934976	6	VERIFICAR
dwh	dwh	fct_det_carga_2015_12	29675755	29675756	OK
dwh	dwh	fct_det_carga_2016_01	27404002	5435415	VERIFICAR
dwh	dwh	fct_det_carga_2016_02	26598237	4822890	VERIFICAR
dwh	dwh	fct_det_carga_2016_03	28025603	28025604	OK
dwh	dwh	fct_det_carga_2016_04	27739943	5062807	VERIFICAR
dwh	dwh	fct_det_carga_2016_05	27548086	27548087	OK
dwh	dwh	fct_det_carga_2016_06	28142520	6	VERIFICAR
dwh	dwh	fct_det_carga_2016_07	29321989	29321990	OK
dwh	dwh	fct_det_carga_2016_08	29085638	29085639	OK
dwh	dwh	fct_det_carga_2016_09	0	1	OK
dwh	dwh	fct_det_carga_2016_10	29626150	29626151	OK
dwh	dwh	fct_det_carga_2016_11	32591132	32591133	OK
dwh	dwh	fct_det_carga_2016_12	32301898	32301899	OK
dwh	dwh	fct_det_carga_2017_01	26854560	6	VERIFICAR
dwh	dwh	fct_det_carga_2017_02	26663846	6	VERIFICAR
dwh	dwh	fct_det_carga_2017_03	30186409	30186410	OK
dwh	dwh	fct_det_carga_2017_04	28525569	28525570	OK
dwh	dwh	fct_det_carga_2017_05	28243550	28243551	OK
dwh	dwh	fct_det_carga_2017_06	27791491	27791492	OK
dwh	dwh	fct_det_carga_2017_07	29612091	29612092	OK
dwh	dwh	fct_det_carga_2017_08	30578607	30578608	OK
dwh	dwh	fct_det_carga_2017_09	30581078	30581079	OK
dwh	dwh	fct_det_carga_2017_10	31094392	31094393	OK
dwh	dwh	fct_det_carga_2017_11	30556383	30556384	OK
dwh	dwh	fct_det_carga_2017_12	33189469	33189470	OK
dwh	dwh	fct_det_carga_2018_01	32187971	32187972	OK
dwh	dwh	fct_det_carga_2018_02	29841120	29841121	OK
dwh	dwh	fct_det_carga_2018_03	33134473	33134474	OK
dwh	dwh	fct_det_carga_2018_04	32326234	32326235	OK
dwh	dwh	fct_det_carga_2018_05	32917414	32917415	OK
dwh	dwh	fct_det_carga_2018_06	31737150	31737151	OK
dwh	dwh	fct_det_carga_2018_07	33156139	33156140	OK
dwh	dwh	fct_det_carga_2018_08	33664437	33664438	OK
dwh	dwh	fct_det_carga_2018_09	33952476	33952477	OK
dwh	dwh	fct_det_carga_2018_10	35269393	35269394	OK
dwh	dwh	fct_det_carga_2018_11	34644021	34644022	OK
dwh	dwh	fct_det_carga_2018_12	36895666	36895667	OK
dwh	dwh	fct_det_maxicarga	0	1	OK
dwh	dwh	fct_det_maxicarga_2011_09	4414431	4414432	OK
dwh	dwh	fct_det_maxicarga_2011_09_old	8828862	8828863	OK
dwh	dwh	fct_det_maxicarga_2011_10	7078622	7078623	OK
dwh	dwh	fct_det_maxicarga_2011_10_old	14157244	14157245	OK
dwh	dwh	fct_det_maxicarga_2011_11	6952372	6952373	OK
dwh	dwh	fct_det_maxicarga_2011_11_old	2148569	2148570	OK
dwh	dwh	fct_det_maxicarga_2011_12	7537373	7537374	OK
dwh	dwh	fct_det_maxicarga_2012_01	6874048	6874049	OK
dwh	dwh	fct_det_maxicarga_2012_02	6564273	6564274	OK
dwh	dwh	fct_det_maxicarga_2012_03	6985337	6985338	OK
dwh	dwh	fct_det_maxicarga_2012_04	6371090	6371091	OK
dwh	dwh	fct_det_maxicarga_2012_05	6957260	6957261	OK
dwh	dwh	fct_det_maxicarga_2012_06	6781798	6781799	OK
dwh	dwh	fct_det_maxicarga_2012_07	7052822	7052823	OK
dwh	dwh	fct_det_maxicarga_2012_08	7092067	7092068	OK
dwh	dwh	fct_det_maxicarga_2012_09	6778150	6778151	OK
dwh	dwh	fct_det_maxicarga_2012_10	6940633	6940634	OK
dwh	dwh	fct_det_maxicarga_2012_11	6888097	6888098	OK
dwh	dwh	fct_det_maxicarga_2012_12	7407683	7407684	OK
dwh	dwh	fct_det_maxicarga_2013_01	6783751	6783752	OK
dwh	dwh	fct_det_maxicarga_2013_02	6218101	6218102	OK
dwh	dwh	fct_det_maxicarga_2013_03	6617864	6617865	OK
dwh	dwh	fct_det_maxicarga_2013_04	6761885	6761886	OK
dwh	dwh	fct_det_maxicarga_2013_05	6911919	6911920	OK
dwh	dwh	fct_det_maxicarga_2013_06	6526534	6526535	OK
dwh	dwh	fct_det_maxicarga_2013_07	7272942	7272943	OK
dwh	dwh	fct_det_maxicarga_2013_08	7229581	7229582	OK
dwh	dwh	fct_det_maxicarga_2013_09	6893310	6893311	OK
dwh	dwh	fct_det_maxicarga_2013_10	6966517	6966518	OK
dwh	dwh	fct_det_maxicarga_2013_11	6706948	6706949	OK
dwh	dwh	fct_det_maxicarga_2013_12	6964033	6964034	OK
dwh	dwh	fct_det_maxicarga_2014_01	6115700	6115701	OK
dwh	dwh	fct_det_maxicarga_2014_02	5611979	5611980	OK
dwh	dwh	fct_det_maxicarga_2014_03	5968274	5968275	OK
dwh	dwh	fct_det_maxicarga_2014_04	5536716	5536717	OK
dwh	dwh	fct_det_maxicarga_2014_05	5543333	5543334	OK
dwh	dwh	fct_det_maxicarga_2014_06	5150548	5150549	OK
dwh	dwh	fct_det_maxicarga_2014_07	5446658	5446659	OK
dwh	dwh	fct_det_maxicarga_2014_08	5476375	5476376	OK
dwh	dwh	fct_det_maxicarga_2014_09	5189927	5189928	OK
dwh	dwh	fct_det_maxicarga_2014_10	5621280	5621281	OK
dwh	dwh	fct_det_maxicarga_2014_11	5375938	5375939	OK
dwh	dwh	fct_det_maxicarga_2014_12	6125096	6125097	OK
dwh	dwh	fct_det_maxicarga_2015_01	5565529	5565530	OK
dwh	dwh	fct_det_maxicarga_2015_02	5122761	5122762	OK
dwh	dwh	fct_det_maxicarga_2015_03	5600128	5600129	OK
dwh	dwh	fct_det_maxicarga_2015_04	5354892	5354893	OK
dwh	dwh	fct_det_maxicarga_2015_05	5410154	5410155	OK
dwh	dwh	fct_det_maxicarga_2015_06	5065392	5065393	OK
dwh	dwh	fct_det_maxicarga_2015_07	5156537	5156538	OK
dwh	dwh	fct_det_maxicarga_2015_08	5233643	5233644	OK
dwh	dwh	fct_det_maxicarga_2015_09	4939171	4939172	OK
dwh	dwh	fct_det_maxicarga_2015_10	5127694	5127695	OK
dwh	dwh	fct_det_maxicarga_2015_11	5153108	5153109	OK
dwh	dwh	fct_det_maxicarga_2015_12	5492400	5492401	OK
dwh	dwh	fct_det_maxicarga_2016_01	4894395	4894396	OK
dwh	dwh	fct_det_maxicarga_2016_02	4822239	4822240	OK
dwh	dwh	fct_det_maxicarga_2016_03	5159331	5159332	OK
dwh	dwh	fct_det_maxicarga_2016_04	4991042	4991043	OK
dwh	dwh	fct_det_maxicarga_2016_05	5262042	5262043	OK
dwh	dwh	fct_det_maxicarga_2016_06	1983419	1983420	OK
dwh	dwh	fct_factu	0	1	OK
dwh	dwh	fct_factu_2004_12	797713	797714	OK
dwh	dwh	fct_factu_2005_01	826241	826242	OK
dwh	dwh	fct_factu_2005_02	835851	835852	OK
dwh	dwh	fct_factu_2005_03	904580	904581	OK
dwh	dwh	fct_factu_2005_04	942160	942161	OK
dwh	dwh	fct_factu_2005_05	1080941	1080942	OK
dwh	dwh	fct_factu_2005_06	1183741	1183742	OK
dwh	dwh	fct_factu_2005_07	1251641	1251642	OK
dwh	dwh	fct_factu_2005_08	1316331	1316332	OK
dwh	dwh	fct_factu_2005_09	1359831	1359832	OK
dwh	dwh	fct_factu_2005_10	1368914	1368915	OK
dwh	dwh	fct_factu_2005_11	1439262	1439263	OK
dwh	dwh	fct_factu_2005_12	1530982	1530983	OK
dwh	dwh	fct_factu_2006_01	1593404	1593405	OK
dwh	dwh	fct_factu_2006_02	1587020	1587021	OK
dwh	dwh	fct_factu_2006_03	1343512	1343513	OK
dwh	dwh	fct_factu_2006_04	1356351	1356352	OK
dwh	dwh	fct_factu_2006_05	1402208	1402209	OK
dwh	dwh	fct_factu_2006_06	1416998	1416999	OK
dwh	dwh	fct_factu_2006_07	1409265	1409266	OK
dwh	dwh	fct_factu_2006_08	1429475	1429476	OK
dwh	dwh	fct_factu_2006_09	1459014	1459015	OK
dwh	dwh	fct_factu_2006_10	1533099	1533100	OK
dwh	dwh	fct_factu_2006_11	1561948	1561949	OK
dwh	dwh	fct_factu_2006_12	1615858	1615859	OK
dwh	dwh	fct_factu_2007_01	1658555	1658556	OK
dwh	dwh	fct_factu_2007_02	1668639	1668640	OK
dwh	dwh	fct_factu_2007_03	1702334	1702335	OK
dwh	dwh	fct_factu_2007_04	1694139	1694140	OK
dwh	dwh	fct_factu_2007_05	1696010	1696011	OK
dwh	dwh	fct_factu_2007_06	1698543	1698544	OK
dwh	dwh	fct_factu_2007_07	1742691	1742692	OK
dwh	dwh	fct_factu_2007_08	1741962	1741963	OK
dwh	dwh	fct_factu_2007_09	1736580	1736581	OK
dwh	dwh	fct_factu_2007_10	1748570	1748571	OK
dwh	dwh	fct_factu_2007_11	1765968	1765969	OK
dwh	dwh	fct_factu_2007_12	1821136	1821137	OK
dwh	dwh	fct_factu_2008_01	1823148	1823149	OK
dwh	dwh	fct_factu_2008_02	1846090	1846091	OK
dwh	dwh	fct_factu_2008_03	1833423	1833424	OK
dwh	dwh	fct_factu_2008_04	1821961	1821962	OK
dwh	dwh	fct_factu_2008_05	1933309	1933310	OK
dwh	dwh	fct_factu_2008_06	1923219	1923220	OK
dwh	dwh	fct_factu_2008_07	2006132	2006133	OK
dwh	dwh	fct_factu_2008_08	2063517	2063518	OK
dwh	dwh	fct_factu_2008_09	2172777	2172778	OK
dwh	dwh	fct_factu_2008_10	2230315	2230316	OK
dwh	dwh	fct_factu_2008_11	2226162	2226163	OK
dwh	dwh	fct_factu_2008_12	2263617	2263618	OK
dwh	dwh	fct_factu_2009_01	2354447	2354448	OK
dwh	dwh	fct_factu_2009_02	2373019	2373020	OK
dwh	dwh	fct_factu_2009_03	2395227	2395228	OK
dwh	dwh	fct_factu_2009_04	2546926	2546927	OK
dwh	dwh	fct_factu_2009_05	2736707	2736708	OK
dwh	dwh	fct_factu_2009_06	2637209	2637210	OK
dwh	dwh	fct_factu_2009_07	2564630	2564631	OK
dwh	dwh	fct_factu_2009_08	2629672	2629673	OK
dwh	dwh	fct_factu_2009_09	2657767	2657768	OK
dwh	dwh	fct_factu_2009_10	2722326	2722327	OK
dwh	dwh	fct_factu_2009_11	2779169	2779170	OK
dwh	dwh	fct_factu_2009_12	2835000	2835001	OK
dwh	dwh	fct_factu_2010_01	2873772	2873773	OK
dwh	dwh	fct_factu_2010_02	2938312	2938313	OK
dwh	dwh	fct_factu_2010_03	3008472	3008473	OK
dwh	dwh	fct_factu_2010_04	3080564	3080565	OK
dwh	dwh	fct_factu_2010_05	3183476	3183477	OK
dwh	dwh	fct_factu_2010_06	3271134	3271135	OK
dwh	dwh	fct_factu_2010_07	3356655	3356656	OK
dwh	dwh	fct_factu_2010_08	3465258	3465259	OK
dwh	dwh	fct_factu_2010_09	3561146	3561147	OK
dwh	dwh	fct_factu_2010_10	3675722	3675723	OK
dwh	dwh	fct_factu_2010_11	3808238	3808239	OK
dwh	dwh	fct_factu_2010_12	3893379	3893380	OK
dwh	dwh	fct_factu_2011_01	3983958	3983959	OK
dwh	dwh	fct_factu_2011_02	4039508	4039509	OK
dwh	dwh	fct_factu_2011_03	3378260	3378261	OK
dwh	dwh	fct_factu_2011_04	3527263	3527264	OK
dwh	dwh	fct_factu_2011_05	3609580	3609581	OK
dwh	dwh	fct_factu_2011_06	3808299	3808300	OK
dwh	dwh	fct_factu_2011_07	3900248	3900249	OK
dwh	dwh	fct_factu_2011_08	3994041	3994042	OK
dwh	dwh	fct_factu_2011_09	4126359	4126360	OK
dwh	dwh	fct_factu_2011_10	4139439	4139440	OK
dwh	dwh	fct_factu_2011_11	4245569	4245570	OK
dwh	dwh	fct_factu_2011_12	4321111	4321112	OK
dwh	dwh	fct_factu_2012_01	4431945	4431946	OK
dwh	dwh	fct_factu_2012_02	4479051	4479052	OK
dwh	dwh	fct_factu_2012_03	4495948	4495949	OK
dwh	dwh	fct_factu_2012_04	4577188	4577189	OK
dwh	dwh	fct_factu_2012_05	4684737	4684738	OK
dwh	dwh	fct_factu_2012_06	4729219	4729220	OK
dwh	dwh	fct_factu_2012_07	4755069	4755070	OK
dwh	dwh	fct_factu_2012_08	4836269	4836270	OK
dwh	dwh	fct_factu_2012_09	4774968	4774969	OK
dwh	dwh	fct_factu_2012_10	4928551	4928552	OK
dwh	dwh	fct_factu_2012_11	4870073	4870074	OK
dwh	dwh	fct_factu_2012_12	4988786	4988787	OK
dwh	dwh	fct_factu_2013_01	5049593	5049594	OK
dwh	dwh	fct_factu_2013_02	5023495	5023496	OK
dwh	dwh	fct_factu_2013_03	4965452	4965453	OK
dwh	dwh	fct_factu_2013_04	5313396	5313397	OK
dwh	dwh	fct_factu_2013_05	5455238	5455239	OK
dwh	dwh	fct_factu_2013_06	5075624	5075625	OK
dwh	dwh	fct_factu_2013_07	5646793	5646794	OK
dwh	dwh	fct_factu_2013_08	5526528	5526529	OK
dwh	dwh	fct_factu_2013_09	5190704	5190705	OK
dwh	dwh	fct_factu_2013_10	5214935	5214936	OK
dwh	dwh	fct_factu_2013_11	5628532	5628533	OK
dwh	dwh	fct_factu_2013_12	5676539	5676540	OK
dwh	dwh	fct_factu_2014_01	5611418	5611419	OK
dwh	dwh	fct_factu_2014_02	5577011	5577012	OK
dwh	dwh	fct_factu_2014_03	5636799	5636800	OK
dwh	dwh	fct_factu_2014_04	5622605	5622606	OK
dwh	dwh	fct_factu_2014_05	5254450	5254451	OK
dwh	dwh	fct_factu_2014_06	5295713	5295714	OK
dwh	dwh	fct_factu_2014_07	5290178	5290179	OK
dwh	dwh	fct_factu_2014_08	5299463	5299464	OK
dwh	dwh	fct_factu_2014_09	5238707	5238708	OK
dwh	dwh	fct_factu_2014_10	5275385	5275386	OK
dwh	dwh	fct_factu_2014_11	5293257	5293258	OK
dwh	dwh	fct_factu_2014_12	5478533	5478534	OK
dwh	dwh	fct_factu_2015_01	5393064	5393065	OK
dwh	dwh	fct_factu_2015_02	5400151	5400152	OK
dwh	dwh	fct_factu_2015_03	5473682	5473683	OK
dwh	dwh	fct_factu_2015_04	5519167	5519168	OK
dwh	dwh	fct_factu_2015_05	5593334	5593335	OK
dwh	dwh	fct_factu_2015_06	5648616	5648617	OK
dwh	dwh	fct_factu_2015_07	5647398	5647399	OK
dwh	dwh	fct_factu_2015_08	5788918	5788919	OK
dwh	dwh	fct_factu_2015_09	5843112	5843113	OK
dwh	dwh	fct_factu_2015_10	5919772	5919773	OK
dwh	dwh	fct_factu_2015_11	5924862	5924863	OK
dwh	dwh	fct_factu_2015_12	5670179	5670180	OK
dwh	dwh	fct_factu_2016_01	5897346	5897347	OK
dwh	dwh	fct_factu_2016_02	5887909	5887910	OK
dwh	dwh	fct_factu_2016_03	6005251	6005252	OK
dwh	dwh	fct_factu_2016_04	6062410	6062411	OK
dwh	dwh	fct_factu_2016_05	6095027	6095028	OK
dwh	dwh	fct_factu_2016_06	6085571	6085572	OK
dwh	dwh	fct_factu_2016_07	6152358	6152359	OK
dwh	dwh	fct_factu_2016_08	6052737	6052738	OK
dwh	dwh	fct_factu_2016_09	6121475	6121476	OK
dwh	dwh	fct_factu_2016_10	6131959	6131960	OK
dwh	dwh	fct_factu_2016_11	6088429	6088430	OK
dwh	dwh	fct_factu_2016_12	6127830	6127831	OK
dwh	dwh	fct_factu_2017_01	6144672	6144673	OK
dwh	dwh	fct_factu_2017_02	5999528	5999529	OK
dwh	dwh	fct_factu_2017_03	5933175	5933176	OK
dwh	dwh	fct_factu_2017_04	5947736	5947737	OK
dwh	dwh	fct_factu_2017_05	5923494	5923495	OK
dwh	dwh	fct_factu_2017_06	5903795	5903796	OK
dwh	dwh	fct_factu_2017_07	5875164	5875165	OK
dwh	dwh	fct_factu_2017_08	5833844	5833845	OK
dwh	dwh	fct_factu_2017_09	5777697	5777698	OK
dwh	dwh	fct_factu_2017_10	5663619	5663620	OK
dwh	dwh	fct_factu_2017_11	5485873	5485874	OK
dwh	dwh	fct_factu_2017_12	5530441	5530442	OK
dwh	dwh	fct_factu_2018_01	5585763	5585764	OK
dwh	dwh	fct_factu_2018_02	5537979	5537980	OK
dwh	dwh	fct_factu_2018_03	5480849	5480850	OK
dwh	dwh	fct_factu_2018_04	5498319	5498320	OK
dwh	dwh	fct_factu_2018_05	5424573	5424574	OK
dwh	dwh	fct_factu_2018_06	5483509	5483510	OK
dwh	dwh	fct_factu_2018_07	5552664	5552665	OK
dwh	dwh	fct_factu_2018_08	5545996	5545997	OK
dwh	dwh	fct_factu_2018_09	5525271	5525272	OK
dwh	dwh	fct_factu_2018_10	5567539	5567540	OK
dwh	dwh	fct_factu_2018_11	5570705	5570706	OK
dwh	dwh	fct_factu_2018_12	5617808	5617809	OK
dwh	dwh	fct_factu_2019_01	3785548	3785549	OK
dwh	dwh	fct_factu_max	0	1	OK
dwh	dwh	fct_factu_max_2004_12	956	957	OK
dwh	dwh	fct_factu_max_2005_01	734	735	OK
dwh	dwh	fct_factu_max_2005_02	770	771	OK
dwh	dwh	fct_factu_max_2005_03	866	867	OK
dwh	dwh	fct_factu_max_2005_04	787	788	OK
dwh	dwh	fct_factu_max_2005_05	871	872	OK
dwh	dwh	fct_factu_max_2005_06	918	919	OK
dwh	dwh	fct_factu_max_2005_07	879	880	OK
dwh	dwh	fct_factu_max_2005_08	1073	1074	OK
dwh	dwh	fct_factu_max_2005_09	1047	1048	OK
dwh	dwh	fct_factu_max_2005_10	1142	1143	OK
dwh	dwh	fct_factu_max_2005_11	1359	1360	OK
dwh	dwh	fct_factu_max_2005_12	1317	1318	OK
dwh	dwh	fct_factu_max_2006_01	1085	1086	OK
dwh	dwh	fct_factu_max_2006_02	986	987	OK
dwh	dwh	fct_factu_max_2006_03	1127	1128	OK
dwh	dwh	fct_factu_max_2006_04	957	958	OK
dwh	dwh	fct_factu_max_2006_05	973	974	OK
dwh	dwh	fct_factu_max_2006_06	906	907	OK
dwh	dwh	fct_factu_max_2006_07	1021	1022	OK
dwh	dwh	fct_factu_max_2006_08	1066	1067	OK
dwh	dwh	fct_factu_max_2006_09	597	598	OK
dwh	dwh	fct_factu_may	0	1	OK
dwh	dwh	fct_factu_mayot	0	1	OK
dwh	dwh	fct_factu_mayot_2006_09	1333	1334	OK
dwh	dwh	fct_factu_mayot_2006_10	800	801	OK
dwh	dwh	fct_factu_mayot_2006_11	1102	1103	OK
dwh	dwh	fct_factu_mayot_2006_12	1194	1195	OK
dwh	dwh	fct_factu_mayot_2007_01	1010	1011	OK
dwh	dwh	fct_factu_mayot_2007_02	797	798	OK
dwh	dwh	fct_factu_mayot_2007_03	1073	1074	OK
dwh	dwh	fct_factu_mayot_2007_04	1032	1033	OK
dwh	dwh	fct_factu_mayot_2007_05	1065	1066	OK
dwh	dwh	fct_factu_mayot_2007_06	887	888	OK
dwh	dwh	fct_factu_mayot_2007_07	959	960	OK
dwh	dwh	fct_factu_mayot_2007_08	1036	1037	OK
dwh	dwh	fct_factu_mayot_2007_09	879	880	OK
dwh	dwh	fct_factu_mayot_2007_10	1068	1069	OK
dwh	dwh	fct_factu_mayot_2007_11	805	806	OK
dwh	dwh	fct_factu_mayot_2007_12	999	1000	OK
dwh	dwh	fct_factu_mayot_2008_01	819	820	OK
dwh	dwh	fct_factu_mayot_2008_02	899	900	OK
dwh	dwh	fct_factu_mayot_2008_03	814	815	OK
dwh	dwh	fct_factu_mayot_2008_04	500	501	OK
dwh	dwh	fct_factu_mayot_2008_05	620	621	OK
dwh	dwh	fct_factu_mayot_2008_06	538	539	OK
dwh	dwh	fct_factu_mayot_2008_07	623	624	OK
dwh	dwh	fct_factu_mayot_2008_08	601	602	OK
dwh	dwh	fct_factu_mayot_2008_09	607	608	OK
dwh	dwh	fct_factu_mayot_2008_10	653	654	OK
dwh	dwh	fct_factu_mayot_2008_11	640	641	OK
dwh	dwh	fct_factu_mayot_2008_12	713	714	OK
dwh	dwh	fct_factu_mayot_2009_01	655	656	OK
dwh	dwh	fct_factu_mayot_2009_02	588	589	OK
dwh	dwh	fct_factu_mayot_2009_03	571	572	OK
dwh	dwh	fct_factu_mayot_2009_04	565	566	OK
dwh	dwh	fct_factu_mayot_2009_05	530	531	OK
dwh	dwh	fct_factu_mayot_2009_06	482	483	OK
dwh	dwh	fct_factu_mayot_2009_07	578	579	OK
dwh	dwh	fct_factu_mayot_2009_08	652	653	OK
dwh	dwh	fct_factu_mayot_2009_09	659	660	OK
dwh	dwh	fct_factu_mayot_2009_10	721	722	OK
dwh	dwh	fct_factu_mayot_2009_11	709	710	OK
dwh	dwh	fct_factu_mayot_2009_12	772	773	OK
dwh	dwh	fct_factu_mayot_2010_01	645	646	OK
dwh	dwh	fct_factu_mayot_2010_02	519	520	OK
dwh	dwh	fct_factu_mayot_2010_03	564	565	OK
dwh	dwh	fct_factu_mayot_2010_04	486	487	OK
dwh	dwh	fct_factu_mayot_2010_05	522	523	OK
dwh	dwh	fct_factu_mayot_2010_06	490	491	OK
dwh	dwh	fct_factu_mayot_2010_07	490	491	OK
dwh	dwh	fct_factu_mayot_2010_08	405	406	OK
dwh	dwh	fct_factu_mayot_2010_09	320	321	OK
dwh	dwh	fct_factu_mayot_2010_10	268	269	OK
dwh	dwh	fct_factu_mayot_2010_11	347	348	OK
dwh	dwh	fct_factu_mayot_2010_12	376	377	OK
dwh	dwh	fct_factu_mayot_2011_01	282	283	OK
dwh	dwh	fct_factu_mayot_2011_02	346	347	OK
dwh	dwh	fct_factu_mayot_2011_03	340	341	OK
dwh	dwh	fct_factu_mayot_2011_04	341	342	OK
dwh	dwh	fct_factu_mayot_2011_05	394	395	OK
dwh	dwh	fct_factu_mayot_2011_06	369	370	OK
dwh	dwh	fct_factu_mayot_2011_07	374	375	OK
dwh	dwh	fct_factu_mayot_2011_08	379	380	OK
dwh	dwh	fct_factu_mayot_2011_09	375	376	OK
dwh	dwh	fct_factu_mayot_2011_10	340	341	OK
dwh	dwh	fct_factu_mayot_2011_11	314	315	OK
dwh	dwh	fct_factu_mayot_2011_12	373	374	OK
dwh	dwh	fct_factu_mayot_2012_01	322	323	OK
dwh	dwh	fct_factu_mayot_2012_02	326	327	OK
dwh	dwh	fct_factu_mayot_2012_03	321	322	OK
dwh	dwh	fct_factu_mayot_2012_04	289	290	OK
dwh	dwh	fct_factu_mayot_2012_05	275	276	OK
dwh	dwh	fct_factu_mayot_2012_06	260	261	OK
dwh	dwh	fct_factu_mayot_2012_07	299	300	OK
dwh	dwh	fct_factu_mayot_2012_08	346	347	OK
dwh	dwh	fct_factu_mayot_2012_09	286	287	OK
dwh	dwh	fct_factu_mayot_2012_10	299	300	OK
dwh	dwh	fct_factu_mayot_2012_11	270	271	OK
dwh	dwh	fct_factu_mayot_2012_12	314	315	OK
dwh	dwh	fct_factu_mayot_2013_01	287	288	OK
dwh	dwh	fct_factu_mayot_2013_02	228	229	OK
dwh	dwh	fct_factu_mayot_2013_03	171	172	OK
dwh	dwh	fct_factu_mayot_2013_04	216	217	OK
dwh	dwh	fct_factu_mayot_2013_05	206	207	OK
dwh	dwh	fct_factu_mayot_2013_06	127	128	OK
dwh	dwh	fct_factu_mayot_2013_07	175	176	OK
dwh	dwh	fct_factu_mayot_2013_08	179	180	OK
