BASE	ESQUEMA	TABLA	FILAS	LINEAS	ESTADO
dwh	dwh	fct_pago_2005_03	111747	111748	OK
dwh	dwh	fct_pago_2005_04	115304	115305	OK
dwh	dwh	fct_pago_2005_05	124702	124703	OK
dwh	dwh	fct_pago_2005_06	134234	134235	OK
dwh	dwh	fct_pago_2005_07	142790	142791	OK
dwh	dwh	fct_pago_2005_08	162078	162079	OK
dwh	dwh	fct_pago_2005_09	164167	164168	OK
dwh	dwh	fct_pago_2005_10	160761	160762	OK
dwh	dwh	fct_pago_2005_11	156649	156650	OK
dwh	dwh	fct_pago_2005_12	180663	180664	OK
dwh	dwh	fct_pago_2006_01	173636	173637	OK
dwh	dwh	fct_pago_2006_02	160135	160136	OK
dwh	dwh	fct_pago_2006_03	182829	182830	OK
dwh	dwh	fct_pago_2006_04	176330	176331	OK
dwh	dwh	fct_pago_2006_05	186573	186574	OK
dwh	dwh	fct_pago_2006_06	182182	182183	OK
dwh	dwh	fct_pago_2006_07	188299	188300	OK
dwh	dwh	fct_pago_2006_08	187293	187294	OK
dwh	dwh	fct_pago_2006_09	198908	198909	OK
dwh	dwh	fct_pago_2006_10	225225	225226	OK
dwh	dwh	fct_pago_2006_11	231726	231727	OK
dwh	dwh	fct_pago_2006_12	254227	254228	OK
dwh	dwh	fct_pago_2007_01	248351	248352	OK
dwh	dwh	fct_pago_2007_02	246222	246223	OK
dwh	dwh	fct_pago_2007_03	265913	265914	OK
dwh	dwh	fct_pago_2007_04	255652	255653	OK
dwh	dwh	fct_pago_2007_05	262917	262918	OK
dwh	dwh	fct_pago_2007_06	256418	256419	OK
dwh	dwh	fct_pago_2007_07	272264	272265	OK
dwh	dwh	fct_pago_2007_08	270029	270030	OK
dwh	dwh	fct_pago_2007_09	261923	261924	OK
dwh	dwh	fct_pago_2007_10	271824	271825	OK
dwh	dwh	fct_pago_2007_11	263307	263308	OK
dwh	dwh	fct_pago_2007_12	286875	286876	OK
dwh	dwh	fct_pago_2008_01	266716	266717	OK
dwh	dwh	fct_pago_2008_02	257203	257204	OK
dwh	dwh	fct_pago_2008_03	264545	264546	OK
dwh	dwh	fct_pago_2008_04	263425	263426	OK
dwh	dwh	fct_pago_2008_05	255787	255788	OK
dwh	dwh	fct_pago_2008_06	255342	255343	OK
dwh	dwh	fct_pago_2008_07	260780	260781	OK
dwh	dwh	fct_pago_2008_08	264994	264995	OK
dwh	dwh	fct_pago_2008_09	268803	268804	OK
dwh	dwh	fct_pago_2008_10	291991	291992	OK
dwh	dwh	fct_pago_2008_11	298317	298318	OK
dwh	dwh	fct_pago_2008_12	300219	300220	OK
dwh	dwh	fct_pago_2009_01	268158	268159	OK
dwh	dwh	fct_pago_2009_02	263850	263851	OK
dwh	dwh	fct_pago_2009_03	278077	278078	OK
dwh	dwh	fct_pago_2009_04	268441	268442	OK
dwh	dwh	fct_pago_2009_05	254545	254546	OK
dwh	dwh	fct_pago_2009_06	285988	285989	OK
dwh	dwh	fct_pago_2009_07	308194	308195	OK
dwh	dwh	fct_pago_2009_08	304322	304323	OK
dwh	dwh	fct_pago_2009_09	302357	302358	OK
dwh	dwh	fct_pago_2009_10	321824	321825	OK
dwh	dwh	fct_pago_2009_11	313427	313428	OK
dwh	dwh	fct_pago_2009_12	348086	348087	OK
dwh	dwh	fct_pago_2010_01	324926	324927	OK
dwh	dwh	fct_pago_2010_02	331018	331019	OK
dwh	dwh	fct_pago_2010_03	368287	368288	OK
dwh	dwh	fct_pago_2010_04	352495	352496	OK
dwh	dwh	fct_pago_2010_05	374336	374337	OK
dwh	dwh	fct_pago_2010_06	377801	377802	OK
dwh	dwh	fct_pago_2010_07	404767	404768	OK
dwh	dwh	fct_pago_2010_08	407476	407477	OK
dwh	dwh	fct_pago_2010_09	404493	404494	OK
dwh	dwh	fct_pago_2010_10	429988	429989	OK
dwh	dwh	fct_pago_2010_11	439115	439116	OK
dwh	dwh	fct_pago_2010_12	473753	473754	OK
dwh	dwh	fct_pago_2011_01	448307	448308	OK
dwh	dwh	fct_pago_2011_02	454313	454314	OK
dwh	dwh	fct_pago_2011_03	508983	508984	OK
dwh	dwh	fct_pago_2011_04	491368	491369	OK
dwh	dwh	fct_pago_2011_05	529495	529496	OK
dwh	dwh	fct_pago_2011_06	530950	530951	OK
dwh	dwh	fct_pago_2011_07	552066	552067	OK
dwh	dwh	fct_pago_2011_08	569015	569016	OK
dwh	dwh	fct_pago_2011_09	567178	567179	OK
dwh	dwh	fct_pago_2011_10	592451	592452	OK
dwh	dwh	fct_pago_2011_11	581829	581830	OK
dwh	dwh	fct_pago_2011_12	616772	616773	OK
dwh	dwh	fct_pago_2012_01	578756	578757	OK
dwh	dwh	fct_pago_2012_02	588814	588815	OK
dwh	dwh	fct_pago_2012_03	576048	576049	OK
dwh	dwh	fct_pago_2012_04	605189	605190	OK
dwh	dwh	fct_pago_2012_05	651317	651318	OK
dwh	dwh	fct_pago_2012_06	647617	647618	OK
dwh	dwh	fct_pago_2012_07	691247	691248	OK
dwh	dwh	fct_pago_2012_08	679004	679005	OK
dwh	dwh	fct_pago_2012_09	555766	555767	OK
dwh	dwh	fct_pago_2012_10	719069	719070	OK
dwh	dwh	fct_pago_2012_11	703652	703653	OK
dwh	dwh	fct_pago_2012_12	721433	721434	OK
dwh	dwh	fct_pago_2013_01	734345	734346	OK
dwh	dwh	fct_pago_2013_02	705263	705264	OK
dwh	dwh	fct_pago_2013_03	743816	743817	OK
dwh	dwh	fct_pago_2013_04	771592	771593	OK
dwh	dwh	fct_pago_2013_05	761675	761676	OK
dwh	dwh	fct_pago_2013_06	761886	761887	OK
dwh	dwh	fct_pago_2013_07	840374	840375	OK
dwh	dwh	fct_pago_2013_08	811643	811644	OK
dwh	dwh	fct_pago_2013_09	795596	795597	OK
dwh	dwh	fct_pago_2013_10	810424	810425	OK
dwh	dwh	fct_pago_2013_11	787019	787020	OK
dwh	dwh	fct_pago_2013_12	841479	841480	OK
dwh	dwh	fct_pago_2014_01	772278	772279	OK
dwh	dwh	fct_pago_2014_02	738283	738284	OK
dwh	dwh	fct_pago_2014_03	813729	813730	OK
dwh	dwh	fct_pago_2014_04	759462	759463	OK
dwh	dwh	fct_pago_2014_05	791532	791533	OK
dwh	dwh	fct_pago_2014_06	763492	763493	OK
dwh	dwh	fct_pago_2014_07	808480	808481	OK
dwh	dwh	fct_pago_2014_08	785747	785748	OK
dwh	dwh	fct_pago_2014_09	775617	775618	OK
dwh	dwh	fct_pago_2014_10	813435	813436	OK
dwh	dwh	fct_pago_2014_11	814089	814090	OK
dwh	dwh	fct_pago_2014_12	881656	881657	OK
dwh	dwh	fct_pago_2015_01	832051	832052	OK
dwh	dwh	fct_pago_2015_02	795215	795216	OK
dwh	dwh	fct_pago_2015_03	878207	878208	OK
dwh	dwh	fct_pago_2015_04	840325	840326	OK
dwh	dwh	fct_pago_2015_05	865694	865695	OK
dwh	dwh	fct_pago_2015_06	860724	860725	OK
dwh	dwh	fct_pago_2015_07	889153	889154	OK
dwh	dwh	fct_pago_2015_08	909795	909796	OK
dwh	dwh	fct_pago_2015_09	893817	893818	OK
dwh	dwh	fct_pago_2015_10	941437	941438	OK
dwh	dwh	fct_pago_2015_11	931012	931013	OK
dwh	dwh	fct_pago_2015_12	1008839	1008840	OK
dwh	dwh	fct_pago_2016_01	908458	908459	OK
dwh	dwh	fct_pago_2016_02	903720	903721	OK
dwh	dwh	fct_pago_2016_03	1005491	1005492	OK
dwh	dwh	fct_pago_2016_04	1055357	1055358	OK
dwh	dwh	fct_pago_2016_05	1103373	1103374	OK
dwh	dwh	fct_pago_2016_06	1087795	1087796	OK
dwh	dwh	fct_pago_2016_07	1124425	1124426	OK
dwh	dwh	fct_pago_2016_08	2190910	2190911	OK
dwh	dwh	fct_pago_2016_09	1101941	1101942	OK
dwh	dwh	fct_pago_2016_10	1098545	1098546	OK
dwh	dwh	fct_pago_2016_11	1050264	1050265	OK
dwh	dwh	fct_pago_2016_12	1131897	1131898	OK
dwh	dwh	fct_pago_2017_01	1051366	1051367	OK
dwh	dwh	fct_pago_2017_02	973805	973806	OK
dwh	dwh	fct_pago_2017_03	1056062	1056063	OK
dwh	dwh	fct_pago_2017_04	987699	987700	OK
dwh	dwh	fct_pago_2017_05	1015368	1015369	OK
dwh	dwh	fct_pago_2017_06	0	1	OK
dwh	dwh	fct_pago_2017_07	1038321	1038322	OK
dwh	dwh	fct_pago_2017_08	1019798	1019799	OK
dwh	dwh	fct_pago_2017_09	1067433	1067434	OK
dwh	dwh	fct_pago_2017_10	988719	988720	OK
dwh	dwh	fct_pago_2017_11	992911	992912	OK
dwh	dwh	fct_pago_2017_12	1049936	1049937	OK
dwh	dwh	fct_pago_2018_01	1019048	1019049	OK
dwh	dwh	fct_pago_2018_02	975298	975299	OK
dwh	dwh	fct_pago_2018_03	1022975	1022976	OK
dwh	dwh	fct_pago_2018_04	1004339	1004340	OK
dwh	dwh	fct_pago_2018_05	1010005	1010006	OK
dwh	dwh	fct_pago_2018_06	992463	992464	OK
dwh	dwh	fct_pago_2018_07	1028348	1028349	OK
dwh	dwh	fct_pago_2018_08	1035222	1035223	OK
dwh	dwh	fct_pago_2018_09	1008575	1008576	OK
dwh	dwh	fct_pago_2018_10	1089073	1089074	OK
dwh	dwh	fct_pago_2018_11	1045676	1045677	OK
dwh	dwh	fct_pago_2018_12	1109298	1109299	OK
dwh	dwh	fct_pago_2019_01	599395	599396	OK
dwh	dwh	fct_pago_max	0	1	OK
dwh	dwh	fct_pago_max_2004_12	790	791	OK
dwh	dwh	fct_pago_max_2005_01	654	655	OK
dwh	dwh	fct_pago_max_2005_02	767	768	OK
dwh	dwh	fct_pago_max_2005_03	879	880	OK
dwh	dwh	fct_pago_max_2005_04	803	804	OK
dwh	dwh	fct_pago_max_2005_05	862	863	OK
dwh	dwh	fct_pago_max_2005_06	922	923	OK
dwh	dwh	fct_pago_max_2005_07	880	881	OK
dwh	dwh	fct_pago_max_2005_08	1074	1075	OK
dwh	dwh	fct_pago_max_2005_09	1073	1074	OK
dwh	dwh	fct_pago_max_2005_10	1118	1119	OK
dwh	dwh	fct_pago_max_2005_11	1305	1306	OK
dwh	dwh	fct_pago_max_2005_12	1227	1228	OK
dwh	dwh	fct_pago_max_2006_01	1094	1095	OK
dwh	dwh	fct_pago_max_2006_02	975	976	OK
dwh	dwh	fct_pago_max_2006_03	1056	1057	OK
dwh	dwh	fct_pago_max_2006_04	906	907	OK
dwh	dwh	fct_pago_max_2006_05	1004	1005	OK
dwh	dwh	fct_pago_max_2006_06	873	874	OK
dwh	dwh	fct_pago_max_2006_07	1011	1012	OK
dwh	dwh	fct_pago_max_2006_08	1080	1081	OK
dwh	dwh	fct_pago_max_2006_09	462	463	OK
dwh	dwh	fct_pago_mayot	0	1	OK
dwh	dwh	fct_pago_mayot_2008_05	128	129	OK
dwh	dwh	fct_pago_mayot_2008_06	358	359	OK
dwh	dwh	fct_pago_mayot_2008_07	421	422	OK
dwh	dwh	fct_pago_mayot_2008_08	405	406	OK
dwh	dwh	fct_pago_mayot_2008_09	365	366	OK
dwh	dwh	fct_pago_mayot_2008_10	421	422	OK
dwh	dwh	fct_pago_mayot_2008_11	430	431	OK
dwh	dwh	fct_pago_mayot_2008_12	477	478	OK
dwh	dwh	fct_pago_mayot_2009_01	398	399	OK
dwh	dwh	fct_pago_mayot_2009_02	338	339	OK
dwh	dwh	fct_pago_mayot_2009_03	325	326	OK
dwh	dwh	fct_pago_mayot_2009_04	284	285	OK
dwh	dwh	fct_pago_mayot_2009_05	326	327	OK
dwh	dwh	fct_pago_mayot_2009_06	266	267	OK
dwh	dwh	fct_pago_mayot_2009_07	354	355	OK
dwh	dwh	fct_pago_mayot_2009_08	432	433	OK
dwh	dwh	fct_pago_mayot_2009_09	408	409	OK
dwh	dwh	fct_pago_mayot_2009_10	491	492	OK
dwh	dwh	fct_pago_mayot_2009_11	428	429	OK
dwh	dwh	fct_pago_mayot_2009_12	462	463	OK
dwh	dwh	fct_pago_mayot_2010_01	382	383	OK
dwh	dwh	fct_pago_mayot_2010_02	340	341	OK
dwh	dwh	fct_pago_mayot_2010_03	400	401	OK
dwh	dwh	fct_pago_mayot_2010_04	385	386	OK
dwh	dwh	fct_pago_mayot_2010_05	476	477	OK
dwh	dwh	fct_pago_mayot_2010_06	346	347	OK
dwh	dwh	fct_pago_mayot_2010_07	376	377	OK
dwh	dwh	fct_pago_mayot_2010_08	335	336	OK
dwh	dwh	fct_pago_mayot_2010_09	321	322	OK
dwh	dwh	fct_pago_mayot_2010_10	310	311	OK
dwh	dwh	fct_pago_mayot_2010_11	448	449	OK
dwh	dwh	fct_pago_mayot_2010_12	472	473	OK
dwh	dwh	fct_pago_mayot_2011_01	372	373	OK
dwh	dwh	fct_pago_mayot_2011_02	383	384	OK
dwh	dwh	fct_pago_mayot_2011_03	465	466	OK
dwh	dwh	fct_pago_mayot_2011_04	397	398	OK
dwh	dwh	fct_pago_mayot_2011_05	456	457	OK
dwh	dwh	fct_pago_mayot_2011_06	364	365	OK
dwh	dwh	fct_pago_mayot_2011_07	355	356	OK
dwh	dwh	fct_pago_mayot_2011_08	295	296	OK
dwh	dwh	fct_pago_mayot_2011_09	282	283	OK
dwh	dwh	fct_pago_mayot_2011_10	268	269	OK
dwh	dwh	fct_pago_mayot_2011_11	277	278	OK
dwh	dwh	fct_pago_mayot_2011_12	322	323	OK
dwh	dwh	fct_pago_mayot_2012_01	280	281	OK
dwh	dwh	fct_pago_mayot_2012_02	294	295	OK
dwh	dwh	fct_pago_mayot_2012_03	277	278	OK
dwh	dwh	fct_pago_mayot_2012_04	297	298	OK
dwh	dwh	fct_pago_mayot_2012_05	279	280	OK
dwh	dwh	fct_pago_mayot_2012_06	296	297	OK
dwh	dwh	fct_pago_mayot_2012_07	328	329	OK
dwh	dwh	fct_pago_mayot_2012_08	349	350	OK
dwh	dwh	fct_pago_mayot_2012_09	603	604	OK
dwh	dwh	fct_pago_mayot_2012_10	680	681	OK
dwh	dwh	fct_pago_mayot_2012_11	606	607	OK
dwh	dwh	fct_pago_mayot_2012_12	603	604	OK
dwh	dwh	fct_pago_mayot_2013_01	593	594	OK
dwh	dwh	fct_pago_mayot_2013_02	467	468	OK
dwh	dwh	fct_pago_mayot_2013_03	423	424	OK
dwh	dwh	fct_pago_mayot_2013_04	529	530	OK
dwh	dwh	fct_pago_mayot_2013_05	587	588	OK
dwh	dwh	fct_pago_mayot_2013_06	506	507	OK
dwh	dwh	fct_pago_mayot_2013_07	592	593	OK
dwh	dwh	fct_pago_mayot_2013_08	613	614	OK
dwh	dwh	fct_pago_mayot_2013_09	650	651	OK
dwh	dwh	fct_pago_mayot_2013_10	529	530	OK
dwh	dwh	fct_pago_mayot_2013_11	518	519	OK
dwh	dwh	fct_pago_mayot_2013_12	634	635	OK
dwh	dwh	fct_pago_mayot_2014_01	551	552	OK
dwh	dwh	fct_pago_mayot_2014_02	430	431	OK
dwh	dwh	fct_pago_mayot_2014_03	472	473	OK
dwh	dwh	fct_pago_mayot_2014_04	493	494	OK
dwh	dwh	fct_pago_mayot_2014_05	491	492	OK
dwh	dwh	fct_pago_mayot_2014_06	521	522	OK
dwh	dwh	fct_pago_mayot_2014_07	567	568	OK
dwh	dwh	fct_pago_mayot_2014_08	530	531	OK
dwh	dwh	fct_pago_mayot_2014_09	542	543	OK
dwh	dwh	fct_pago_mayot_2014_10	459	460	OK
dwh	dwh	fct_pago_mayot_2014_11	318	319	OK
dwh	dwh	fct_pago_mayot_2014_12	383	384	OK
dwh	dwh	fct_pago_mayot_2015_01	354	355	OK
dwh	dwh	fct_pago_mayot_2015_02	343	344	OK
dwh	dwh	fct_pago_mayot_2015_03	399	400	OK
dwh	dwh	fct_pago_mayot_2015_04	306	307	OK
dwh	dwh	fct_pago_mayot_2015_05	332	333	OK
dwh	dwh	fct_pago_mayot_2015_06	314	315	OK
dwh	dwh	fct_pago_mayot_2015_07	342	343	OK
dwh	dwh	fct_pago_mayot_2015_08	348	349	OK
dwh	dwh	fct_pago_mayot_2015_09	306	307	OK
dwh	dwh	fct_pago_mayot_2015_10	258	259	OK
dwh	dwh	fct_pago_mayot_2015_11	348	349	OK
dwh	dwh	fct_pago_mayot_2015_11_bkp	348	349	OK
dwh	dwh	fct_pago_mayot_2015_12	541	542	OK
dwh	dwh	fct_pago_mayot_2015_12_bkp	348	349	OK
dwh	dwh	fct_pago_mayot_2016_01	428	429	OK
dwh	dwh	fct_pago_mayot_2016_02	309	310	OK
dwh	dwh	fct_pago_mayot_2016_03	326	327	OK
dwh	dwh	fct_pago_mayot_2016_04	177	178	OK
dwh	dwh	fct_pago_mayot_2016_05	151	152	OK
dwh	dwh	fct_pago_mayot_2016_06	197	198	OK
dwh	dwh	fct_pago_mayot_2016_07	215	216	OK
dwh	dwh	fct_pago_mayot_2016_08	152	153	OK
dwh	dwh	fct_pago_mayot_2016_09	0	1	OK
dwh	dwh	fct_pago_mayot_2016_10	0	1	OK
dwh	dwh	fct_pago_mayot_2016_11	0	1	OK
dwh	dwh	fct_pago_mayot_2016_12	0	1	OK
dwh	dwh	fct_pago_mayot_2017_01	195	196	OK
dwh	dwh	fct_pago_mayot_2017_02	162	163	OK
dwh	dwh	fct_pago_mayot_2017_03	0	1	OK
dwh	dwh	fct_pago_mayot_2017_04	0	1	OK
dwh	dwh	fct_pago_mayot_2017_05	0	1	OK
dwh	dwh	fct_pago_mayot_2017_06	0	1	OK
dwh	dwh	fct_pago_mayot_2017_07	0	1	OK
dwh	dwh	fct_pedido	0	1	OK
dwh	dwh	fct_pedido_2006_06	1045118	1045119	OK
dwh	dwh	fct_pedido_2006_07	1176644	1176645	OK
dwh	dwh	fct_pedido_2006_08	1270029	1270030	OK
dwh	dwh	fct_pedido_2006_09	1282143	1282144	OK
dwh	dwh	fct_pedido_2006_10	1479145	1479146	OK
dwh	dwh	fct_pedido_2006_11	1445278	1445279	OK
dwh	dwh	fct_pedido_2006_12	1799816	1799817	OK
dwh	dwh	fct_pedido_2007_01	1733947	1733948	OK
dwh	dwh	fct_pedido_2007_02	1513854	1513855	OK
dwh	dwh	fct_pedido_2007_03	1745009	1745010	OK
dwh	dwh	fct_pedido_2007_04	1448541	1448542	OK
dwh	dwh	fct_pedido_2007_05	1487569	1487570	OK
dwh	dwh	fct_pedido_2007_06	1644329	1644330	OK
dwh	dwh	fct_pedido_2007_07	1894122	1894123	OK
dwh	dwh	fct_pedido_2007_08	1668749	1668750	OK
dwh	dwh	fct_pedido_2007_09	1595474	1595475	OK
dwh	dwh	fct_pedido_2007_10	1887686	1887687	OK
dwh	dwh	fct_pedido_2007_11	1810016	1810017	OK
dwh	dwh	fct_pedido_2007_12	1822265	1822266	OK
dwh	dwh	fct_pedido_2008_01	1953539	1953540	OK
dwh	dwh	fct_pedido_2008_02	1936826	1936827	OK
dwh	dwh	fct_pedido_2008_03	3764428	3764429	OK
dwh	dwh	fct_pedido_2008_04	2215189	2215190	OK
dwh	dwh	fct_pedido_2008_05	1987939	1987940	OK
dwh	dwh	fct_pedido_2008_06	2503106	2503107	OK
dwh	dwh	fct_pedido_2008_07	3589938	3589939	OK
dwh	dwh	fct_pedido_2008_08	5437197	5437198	OK
dwh	dwh	fct_pedido_2008_09	6594066	6594067	OK
dwh	dwh	fct_pedido_2008_10	2500718	2500719	OK
dwh	dwh	fct_pedido_2008_11	3174288	3174289	OK
dwh	dwh	fct_pedido_2008_12	3078329	3078330	OK
dwh	dwh	fct_pedido_2009_01	4413303	4413304	OK
dwh	dwh	fct_pedido_2009_02	4410846	4410847	OK
dwh	dwh	fct_pedido_2009_03	4151353	4151354	OK
dwh	dwh	fct_pedido_2009_04	4657350	4657351	OK
dwh	dwh	fct_pedido_2009_05	4237685	4237686	OK
dwh	dwh	fct_pedido_2009_06	11158014	11158015	OK
dwh	dwh	fct_pedido_2009_07	4196421	4196422	OK
dwh	dwh	fct_pedido_2009_08	4070411	4070412	OK
dwh	dwh	fct_pedido_2009_09	3264126	3264127	OK
dwh	dwh	fct_pedido_2009_10	3592375	3592376	OK
dwh	dwh	fct_pedido_2009_11	3399333	3399334	OK
dwh	dwh	fct_pedido_2009_12	3439449	3439450	OK
dwh	dwh	fct_pedido_2010_01	3429294	3429295	OK
dwh	dwh	fct_pedido_2010_02	2931065	2931066	OK
dwh	dwh	fct_pedido_2010_03	3078920	3078921	OK
dwh	dwh	fct_pedido_2010_04	2552713	2552714	OK
dwh	dwh	fct_pedido_2010_05	3372974	3372975	OK
dwh	dwh	fct_pedido_2010_06	3239960	3239961	OK
dwh	dwh	fct_pedido_2010_07	3492091	3492092	OK
dwh	dwh	fct_pedido_2010_08	4205715	4205716	OK
dwh	dwh	fct_pedido_2010_09	5085691	5085692	OK
dwh	dwh	fct_pedido_2010_10	5764199	5764200	OK
dwh	dwh	fct_pedido_2010_11	6615768	6615769	OK
dwh	dwh	fct_pedido_2010_12	5426607	5426608	OK
dwh	dwh	fct_pedido_2011_01	4844970	4844971	OK
dwh	dwh	fct_pedido_2011_02	3306465	3306466	OK
dwh	dwh	fct_pedido_2011_03	4374619	4374620	OK
dwh	dwh	fct_pedido_2011_04	5664700	5664701	OK
dwh	dwh	fct_pedido_2011_05	7293538	7293539	OK
dwh	dwh	fct_pedido_2011_06	6641824	6641825	OK
dwh	dwh	fct_pedido_2011_07	7654496	7654497	OK
dwh	dwh	fct_pedido_2011_08	10711707	10711708	OK
dwh	dwh	fct_pedido_2011_09	33000136	33000137	OK
dwh	dwh	fct_pedido_2011_10	38379166	38379167	OK
dwh	dwh	fct_pedido_2011_11	38449699	38449700	OK
dwh	dwh	fct_pedido_2011_12	42227234	42227235	OK
dwh	dwh	fct_pedido_2012_01	39032637	39032638	OK
dwh	dwh	fct_pedido_2012_02	38124811	38124812	OK
dwh	dwh	fct_pedido_2012_03	44228750	44228751	OK
dwh	dwh	fct_pedido_2012_04	44015950	44015951	OK
dwh	dwh	fct_pedido_2012_05	45899839	6	VERIFICAR
dwh	dwh	fct_pedido_2012_06	42673085	42673086	OK
dwh	dwh	fct_pedido_2012_07	42503278	42503279	OK
dwh	dwh	fct_pedido_2012_08	45489255	45489256	OK
dwh	dwh	fct_pedido_2012_09	43874782	43874783	OK
dwh	dwh	fct_pedido_2012_10	16147941	16147942	OK
dwh	dwh	fct_pedido_2012_11	11609284	11609285	OK
dwh	dwh	fct_pedido_2012_12	13353392	13353393	OK
dwh	dwh	fct_pedido_2013_01	14267236	14267237	OK
dwh	dwh	fct_pedido_2013_02	11633644	11633645	OK
dwh	dwh	fct_pedido_2013_03	7882707	7882708	OK
dwh	dwh	fct_pedido_2013_04	6478058	6478059	OK
dwh	dwh	fct_pedido_2013_05	9879380	9879381	OK
dwh	dwh	fct_pedido_2013_06	7413328	7413329	OK
dwh	dwh	fct_pedido_2013_07	7157185	7157186	OK
dwh	dwh	fct_pedido_2013_08	3209160	3209161	OK
dwh	dwh	fct_pedido_2013_09	3111203	3111204	OK
dwh	dwh	fct_pedido_2013_10	3260669	3260670	OK
dwh	dwh	fct_pedido_2013_11	3817948	3817949	OK
dwh	dwh	fct_pedido_2013_12	6018442	6018443	OK
dwh	dwh	fct_pedido_2014_01	4558592	4558593	OK
dwh	dwh	fct_pedido_2014_02	3424176	3424177	OK
dwh	dwh	fct_pedido_2014_03	2914690	2914691	OK
dwh	dwh	fct_pedido_2014_04	2468949	2468950	OK
dwh	dwh	fct_pedido_2014_05	3312773	3312774	OK
dwh	dwh	fct_pedido_2014_06	3114343	3114344	OK
dwh	dwh	fct_pedido_2014_07	2652783	2652784	OK
dwh	dwh	fct_pedido_2014_08	2341854	2341855	OK
dwh	dwh	fct_pedido_2014_09	2542823	2542824	OK
dwh	dwh	fct_pedido_2014_10	2438965	2438966	OK
dwh	dwh	fct_pedido_2014_11	2581927	2581928	OK
dwh	dwh	fct_pedido_2014_12	5090502	5090503	OK
dwh	dwh	fct_pedido_2015_01	6966814	6966815	OK
dwh	dwh	fct_pedido_2015_02	6160409	6160410	OK
dwh	dwh	fct_pedido_2015_03	6187021	6187022	OK
dwh	dwh	fct_pedido_2015_04	5955910	5955911	OK
dwh	dwh	fct_pedido_2015_05	4610315	4610316	OK
dwh	dwh	fct_pedido_2015_06	6273290	6273291	OK
dwh	dwh	fct_pedido_2015_07	7991548	7991549	OK
dwh	dwh	fct_pedido_2015_08	7966453	7966454	OK
dwh	dwh	fct_pedido_2015_09	7548431	7548432	OK
dwh	dwh	fct_pedido_2015_10	7039233	7039234	OK
dwh	dwh	fct_pedido_2015_11	5105323	5105324	OK
dwh	dwh	fct_pedido_2015_12	2468791	2468792	OK
dwh	dwh	fct_pedido_2016_01	2544927	2544928	OK
dwh	dwh	fct_pedido_2016_02	2456643	2456644	OK
dwh	dwh	fct_pedido_2016_03	2564980	2564981	OK
dwh	dwh	fct_pedido_2016_04	2834301	2834302	OK
dwh	dwh	fct_pedido_2016_05	2965120	2965121	OK
dwh	dwh	fct_pedido_2016_06	3286729	3286730	OK
dwh	dwh	fct_pedido_2016_07	3148124	3148125	OK
dwh	dwh	fct_pedido_2016_08	3031624	3031625	OK
dwh	dwh	fct_pedido_2016_09	2361479	2361480	OK
dwh	dwh	fct_personalizada	0	1	OK
dwh	dwh	fct_personalizada_2011_12	7553	7554	OK
dwh	dwh	fct_personalizada_2012_01	19553	19554	OK
dwh	dwh	fct_personalizada_2012_02	25488	25489	OK
dwh	dwh	fct_personalizada_2012_03	35664	35665	OK
dwh	dwh	fct_personalizada_2012_04	34288	34289	OK
dwh	dwh	fct_personalizada_2012_05	38908	38909	OK
dwh	dwh	fct_personalizada_2012_06	42373	42374	OK
dwh	dwh	fct_personalizada_2012_07	47478	47479	OK
dwh	dwh	fct_personalizada_2012_08	47034	47035	OK
dwh	dwh	fct_personalizada_2012_09	39736	39737	OK
dwh	dwh	fct_personalizada_2012_10	45341	45342	OK
dwh	dwh	fct_personalizada_2012_11	44855	44856	OK
dwh	dwh	fct_personalizada_2012_12	51233	51234	OK
dwh	dwh	fct_personalizada_2013_01	54744	54745	OK
dwh	dwh	fct_personalizada_2013_02	50233	50234	OK
dwh	dwh	fct_personalizada_2013_03	47466	47467	OK
dwh	dwh	fct_personalizada_2013_04	53044	53045	OK
dwh	dwh	fct_personalizada_2013_05	53203	53204	OK
dwh	dwh	fct_personalizada_2013_06	50960	50961	OK
dwh	dwh	fct_personalizada_2013_07	57516	57517	OK
dwh	dwh	fct_personalizada_2013_08	51201	51202	OK
dwh	dwh	fct_personalizada_2013_09	50163	50164	OK
dwh	dwh	fct_personalizada_2013_10	52354	52355	OK
dwh	dwh	fct_personalizada_2013_11	48869	48870	OK
dwh	dwh	fct_personalizada_2013_12	49959	49960	OK
dwh	dwh	fct_personalizada_2014_01	50223	50224	OK
dwh	dwh	fct_personalizada_2014_02	45497	45498	OK
dwh	dwh	fct_personalizada_2014_03	46417	46418	OK
dwh	dwh	fct_personalizada_2014_04	45524	45525	OK
dwh	dwh	fct_personalizada_2014_05	47421	47422	OK
dwh	dwh	fct_personalizada_2014_06	39657	39658	OK
dwh	dwh	fct_personalizada_2014_08	9814	9815	OK
dwh	dwh	fct_personalizada_2014_09	47579	47580	OK
dwh	dwh	fct_personalizada_2014_10	49409	49410	OK
dwh	dwh	fct_personalizada_2014_11	45998	45999	OK
dwh	dwh	fct_personalizada_2014_12	48997	48998	OK
dwh	dwh	fct_personalizada_2015_01	50158	50159	OK
dwh	dwh	fct_personalizada_2015_02	45799	45800	OK
dwh	dwh	fct_personalizada_2015_03	49146	49147	OK
dwh	dwh	fct_personalizada_2015_04	47147	47148	OK
dwh	dwh	fct_personalizada_2015_05	46246	46247	OK
dwh	dwh	fct_personalizada_2015_06	50541	50542	OK
